"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.8","019867780","Monograph","Language material ; Text","Volume","GBC0A1620","","9780785234548","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","The Wonderland collection","Alice's adventures in Wonderland ; Novels. Selections ; Tangled tale ; Through the looking-glass","","","United States of America","Nashville","Thomas Nelson","2020","","1 volume, 24 cm","","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"823.8","019886454","Monograph","Language material ; Still image ; Text","Volume","GBC0B6641","","9781782012429","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Brat, Murat, translator [person] ; Temyr, Murat, translator [person]","Alice's adventures in Wonderland","","","","Scotland","Dundee","Evertype","2020","","1 volume, black and white illustrations","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Kabardian","Translated from the English",""
"823.8","019970850","Monograph","Language material ; Still image ; Text","Volume","GBC0F4074","","9781782012801","Carroll, Lewis","1832-1898","person","author","Tenniel, John, 1820-1914, illustrator [person] ; Demurova, N. M. (Nina Mikhaĭlovna), 1930-, translator [person] ; Carroll, Lewis, 1832-1898, author [person] ; Everson, Michael, 1963- [person] ; Fet, Victor, editor [person]","Alice's adventures in Wonderland in Russian","Alice's adventures in Wonderland. Russian","","","Scotland","Dundee","Evertype","2020","","1 volume, black and white illustrations","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Russian","Translated from the Russian",""
"823.8","019970851","Monograph","Language material ; Still image ; Text","Volume","GBC0F4075","","9781782012818","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Neves, Gonçalo, translator [person]","L'aventuri di Alicia en Marvelia = Alice's adventures in Wonderland","Alice's adventures in Wonderland","","","Scotland","Dundee","Evertype","2020","","1 volume, black and white illustrations","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Ido","Translated from the English",""
"823.8","019997343","Monograph","Language material ; Text","Volume","GBC0H0022","","9780241430651","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Alice's adventures in Wonderland","","","","England","London","Puffin","2021","","1 volume, 18 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019998260","Monograph","Language material ; Still image ; Text","Volume","GBC0H0939","","9781509897605","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Sardà, Júlia, illustrator [person]","Alice's adventures in Wonderland","","","","England","London","Two Hoots","2021","New edition, illustrated by Júlia Sardà","1 volume, colour illustrations, 24 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","This edition originally published: 2019",""
"823.8","020013013","Monograph","Language material ; Still image ; Text","Volume","GBC0H9931","","9781782692843","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Rieder, Floor, illustrator [person]","Alice's adventures in Wonderland : &, Through the looking-glass","Through the looking-glass","","","England","London","Pushkin","2020","","178, 200 pages, colour illustrations, 20 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","020025110","Monograph","Language material ; Text","Volume","GBC0I8094","","9781513265957","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Through the looking glass","","","","United States of America","Portland","Mint","2020","","1 volume, 21 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","020033470","Monograph","Language material ; Text","Volume","GBC0J1847","","9780241432563","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Victoria and Albert Museum [organisation]","The complete Alice","Novels. Selections","Puffin classics","","England","London","Puffin","2021","","1 volume, 19 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction ; Young adult fiction, English","Children's fiction","English","",""
"823.8","020063851","Monograph","Language material ; Text","Online resource","GBC1C0732","","9781627885010","Nichols, Catherine","","person","author","Nichols, Catherine, author [person]","Alice's Wonderland : a visual journey through Lewis Carroll's mad, mad world","","","","","","Race Point Publishing","2014","","1 online resource (219 pages)","ELD.DS.586929","Carroll, Lewis, 1832-1898--Influence ; Influence (Literary, artistic, etc.)","","English","",""
"823.8","020063895","Monograph","Language material ; Text","Online resource","GBC154018","","9781627886406","Carroll, Lewis","1832-1898","person","","Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's Adventure in Wonderland and other tales","","","","United States of America","New York","Quayside Publishing","2015","","1 online resource","ELD.DS.586973","Alice, (Fictitious character from Carroll)--Juvenile fiction ; Fantasy fiction, English ; Adventure stories, English","Children's fiction ; Fiction","English","",""
"823.8","020064041","Monograph","Language material ; Text","Online resource","GBC122783","","9781627889377","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Kelly, Richard, 1937-, editor [person]","Alice's adventures in Wonderland and Through the looking-glass","Alice's adventures in Wonderland ; Through the looking-glass","Broadview editions","","Canada","Peterborough, Ontariotario","Broadview","2015","","1 online resource (462 pages), illustrations","ELD.DS.587119","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"823.8","020082916","Monograph","Language material ; Still image ; Text","Volume","GBC107025","","9781526785817","Youngman, Angela","","person","author","Youngman, Angela, author [person]","The dark side of Alice in Wonderland","","","","England","Barnsley","Pen & Sword History","2021","","1 volume, illustrations, 24 cm","","Carroll, Lewis, 1832-1898 ; Alice, (Fictitious character from Carroll)","","English","",""
"823.8","020083565","Monograph","Language material ; Still image ; Text","Volume","GBC107674","","9781782012559","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; McClure, J. Derrick, translator [person]","Throwe the keekin-gless an fit Ailice funn there","Through the looking-glass. Scots","","","Scotland","Dundee","Evertype","2021","","1 volume, black and white illustrations","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Scots","Translated from the English",""
"823.8","020113802","Monograph","Language material ; Still image ; Text","Volume","GBC129813","","9781782012863","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Williams, Nicholas, 1942-, translator [person]","Aventurs alys in pow an anethow = Alice's adventures of Wonderland","Alice's adventures in Wonderland","","","Scotland","Dundee","Evertype","2021","","1 volume, black and white illustrations","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Cornish ; English","",""
"823.8","020113961","Monograph","Language material ; Still image ; Text","Volume","GBC129972","","9781838510046","","","","","Bailey, Kate, Museum curator, editor [person] ; Sladen, Simon, editor [person]","Alice, curiouser and curiouser","","","","England","London","V & A Publishing","2021","","1 volume, illustrations, 28 cm","","Carroll, Lewis, 1832-1898--Illustrations ; Popular culture and literature","Illustration","English","",""
"823.8","020140922","Monograph","Language material ; Still image ; Text","Volume","GBC146869","","9781524791766 ; 9781524791773","Rau, Dana Meachen","1971-","person","author","Rau, Dana Meachen, 1971-, author [person] ; Squier, Robert, illustrator [person]","What is the story of Alice in Wonderland?","","What is the story of?","","United States of America","New York","Penguin","2021","","1 volume, illustrations, 21 cm","","Carroll, Lewis, 1832-1898--Juvenile literature ; Alice, (Fictitious character from Carroll)--Juvenile literature","Children's literature","English","",""
"823.8","020157093","Monograph","Language material ; Still image ; Text","Volume","GBC155801","","9781529007503","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Riddell, Chris, illustrator [person]","Through the looking glass","","","","England","London","Macmillan","2021","New edition, illustrated by Chris Riddell","1 volume, colour illustrations, 25 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","020157121","Monograph","Language material ; Still image ; Text","Volume","GBC155829","","9781529057935","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland : and, Through the looking-glass","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","","","England","London","Macmillan","2021","Little folks edition","1 volume, illustrations, 13 cm","","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","020157516","Monograph","Language material ; Still image ; Text","Volume","GBC156224","","9781782012528","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Stavans, Ilan, translator [person]","Alicia's adventuras en wonderlandia : Alice's adventures in Wonderland in Spanglish","Alice's adventures in Wonderland. Spanglish","","","Scotland","Dundee","Evertype","2021","","1 volume, illustrations","","Alice, (Fictitious character from Carroll)--Fiction","Fantasy ; Fiction","","Translated from the English",""
"823.8","020173206","Monograph","Language material ; Still image ; Text","Volume","GBC165276","","9781913519612","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Ingpen, Robert, 1936-, artist [person]","Alice's adventures in Wonderland","","","","England","London","Welbeck","2021","Abridged edition ; New edition, illustrated by Robert Ingpen","1 volume, colour illustrations, 26 cm","","Alice, (Fictitious character from Carroll)--Pictorial works--Juvenile fiction","Children's fiction ; Pictorial work","English","",""
"823.8","020173214","Monograph","Language material ; Still image ; Text","Volume","GBC165284","","9781913519698","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Ingpen, Robert, 1936-, illustrator [person]","Alice's adventures in Wonderland","","","","England","London","Welbeck","2021","New edition, illustrated by Robert Ingpen","1 volume, colour illustrations, 24 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","020208890","Monograph","Language material ; Still image ; Text","Volume","GBC186997","","9781398804159","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Alice's adventures in Wonderland","","","","England","London","Arcturus","2021","","1 volume, illustrations, 20 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","In slip case",""
